1572534410.5981476,0.3,0.0
1572534411.100515,0.3,0.144
1572534411.6024795,0.3,0.144
1572534412.1042788,0.0,0.3
1572534412.6063268,0.0375,0.3
1572534413.1079934,0.3,0.3
1572534413.6095412,0.3,0.3
1572534414.111126,0.3,0.3
1572534414.6127336,0.3,0.3
1572534415.1143048,0.3,0.3
1572534415.6158788,0.3,0.18
1572534416.117339,0.3,0.144
1572534416.6189487,0.3,0.18
1572534417.1210723,0.3,0.3
1572534417.6232188,0.3,0.18
1572534418.1255167,0.3,0.144
1572534418.6274226,0.3,0.144
1572534419.129774,0.3,0.144
1572534419.632287,0.3,0.18
1572534420.1347003,0.3,0.0375
1572534420.636275,0.3,0.144
1572534421.1375234,0.3,0.144
1572534421.6393728,0.3,0.18
1572534422.140895,0.3,0.144
1572534422.642497,0.3,0.144
1572534423.1440134,0.3,0.18
1572534423.6454856,0.3,0.18
1572534424.146947,0.3,0.3
1572534424.648601,0.3,0.144
1572534425.1502218,0.3,0.144
1572534425.651857,0.3,0.3
1572534426.1533396,0.3,0.144
1572534426.6548228,0.3,0.3
1572534427.1564496,0.3,0.3
1572534427.6585016,0.3,0.3
1572534428.1603491,0.3,0.144
1572534428.6621006,0.3,0.3
1572534429.164068,0.3,0.3
1572534429.6658719,0.3,0.3
1572534430.1674466,0.3,0.18
1572534430.6690192,0.3,0.144
1572534431.1705863,0.3,0.144
1572534431.6725218,0.3,0.3
1572534432.1740646,0.3,0.144
1572534432.6757026,0.3,0.144
1572534433.1772928,0.3,0.3
1572534433.6792176,0.3,0.144
1572534434.180667,0.3,0.144
1572534434.6822934,0.3,0.144
1572534435.1838737,0.3,0.144
1572534435.6856575,0.3,0.144
1572534436.1873908,0.3,0.144
1572534436.6893852,0.3,0.3
1572534437.1911283,0.3,0.144
1572534437.6931694,0.3,0.144
1572534438.194886,0.3,0.3
1572534438.6965685,0.3,0.18
1572534439.1980917,0.3,0.0
1572534439.6997194,0.3,0.144
1572534440.201248,0.3,0.3
1572534440.7028875,0.3,0.144
1572534441.204441,0.3,0.0375
1572534441.7060215,0.3,0.3
1572534442.2076018,0.3,0.144
1572534442.7092118,0.3,0.144
1572534443.2108047,0.3,0.18
1572534443.7123928,0.3,0.3
1572534444.2140412,0.3,0.3
1572534444.7157025,0.3,0.18
1572534445.218343,0.3,0.3
1572534445.7203195,0.3,0.3
1572534446.2227407,0.3,0.144
1572534446.7253256,0.3,0.3
1572534447.2275224,0.3,0.18
1572534447.7291198,0.3,0.3
1572534448.230595,0.3,0.144
1572534448.7321196,0.3,0.144
1572534449.233781,0.3,0.3
1572534449.735258,0.3,0.3
1572534450.2368143,0.3,0.144
1572534450.7383034,0.3,0.144
1572534451.2398689,0.3,0.3
1572534451.7414124,0.3,0.0375
