1572531677.33903790,-0.00963800,0.03037800,1.01138000,0.45971199,0.31512882,0.03773000,0.06252750,0.17232250,-0.30736627,0.24451915,0.14118679
1572531677.40138602,-0.00036600,0.01037000,1.02004200,-0.53403166,-0.27284078,0.03773000,-0.14747250,-0.21267750,-0.30736627,0.24451915,0.14118679
1572531677.46277618,-0.00963800,0.02940200,1.01638200,0.30616230,0.17642588,-0.20727000,0.16752750,0.10232250,-0.30722011,0.24115756,0.13972523
1572531677.52397537,-0.00671000,0.02061800,1.01186800,-0.06567940,-0.12013353,0.38773000,-0.35747250,-0.10767750,-0.30955861,0.23998831,0.13475592
1572531677.58517146,-0.00793000,0.02623000,1.01064800,0.20093565,0.20062605,-0.10227000,-0.07747250,0.31232250,-0.30955861,0.23998831,0.13475592
1572531677.64625096,-0.00597800,0.01854400,1.01821200,-0.18811822,-0.03195961,0.31773000,0.34252750,0.06732250,-0.31335867,0.23764981,0.13767904
1572531677.70746827,-0.00622200,0.01769000,1.00894000,-0.22852030,0.01913876,-0.34727000,0.13252750,0.03232250,-0.31335867,0.23764981,0.13767904
1572531677.76960826,-0.00573400,0.02415600,1.01260000,0.18183129,0.07288339,0.10773000,0.06252750,0.31232250,-0.30342005,0.23954984,0.12920199
1572531677.83087373,-0.00841800,0.01903200,1.01418600,-0.08139292,0.10137454,-0.13727000,-0.00747250,-0.00267750,-0.31555101,0.23998831,0.13314820
1572531677.89203739,-0.00634400,0.02269200,1.01223400,0.05122591,-0.00977554,0.17773000,-0.11247250,-0.03767750,-0.31555101,0.23998831,0.13314820
1572531677.95309830,-0.00585600,0.01964200,1.01113600,-0.15692738,0.06162614,-0.17227000,-0.28747250,0.31232250,-0.31248173,0.23867290,0.13563286
1572531678.01424074,-0.00585600,0.02440000,1.01479600,0.14552909,-0.03796087,0.21273000,-0.04247250,-0.03767750,-0.31248173,0.23867290,0.13563286
1572531678.07597446,-0.00976000,0.01805600,1.01113600,-0.20999320,0.18417079,-0.06727000,0.37752750,0.17232250,-0.30415083,0.23297281,0.13124817
1572531678.13831902,-0.00585600,0.02452200,1.00894000,0.15928719,-0.05710043,0.45773000,-0.70747250,-0.28267750,-0.30415083,0.23735750,0.13344051
1572531678.20066571,-0.00683200,0.01891000,1.01943200,-0.41711182,0.23454675,0.00273000,0.16752750,0.03232250,-0.30634317,0.23735750,0.13344051
1572531678.26290751,-0.00841800,0.02293600,1.01199000,-0.07533016,0.40296260,0.07273000,-0.07747250,0.10232250,-0.31014323,0.23794212,0.13256358
1572531678.32527328,-0.00841800,0.01964200,1.01003800,-0.22222489,0.15735244,-0.17227000,0.37752750,0.31232250,-0.31014323,0.23794212,0.13256358
1572531678.38775516,-0.00451400,0.02269200,1.01333200,-0.18081661,0.02064469,0.31773000,-0.53247250,-0.14267750,-0.31175095,0.23808828,0.13212511
1572531678.44996572,-0.01012600,0.02037400,1.01260000,-0.03250498,0.20383404,-0.06727000,0.34252750,0.20732250,-0.31175095,0.23808828,0.14016369
1572531678.51228547,-0.00390400,0.02061800,1.01247800,-0.06313901,-0.14727924,-0.17227000,0.34252750,0.27732250,-0.31233557,0.23823443,0.14016369
1572531678.57459378,-0.00719800,0.02147200,1.01369800,-0.01955711,0.03797208,-0.24227000,0.51752750,0.31232250,-0.30838936,0.23867290,0.13943291
1572531678.63681078,-0.00451400,0.02171600,1.01552800,-0.00796580,-0.10039036,-0.69727000,0.97252750,0.59232250,-0.30838936,0.23867290,0.13943291
1572531678.69927669,-0.00732000,0.02122800,1.01235600,-0.07319370,0.21799272,-0.03227000,0.20252750,0.27732250,-0.30765858,0.24130371,0.13782520
1572531678.76173019,-0.00353800,0.02220400,1.01443000,0.08979319,-0.45143769,-0.10227000,-0.74247250,-0.31767750,-0.30765858,0.24130371,0.13782520
1572531678.82412720,-0.00902800,0.02000800,1.00942800,0.08073938,-0.05765462,-0.17227000,0.30752750,0.27732250,-0.30955861,0.24101140,0.13373283
1572531678.88646102,-0.00634400,0.02086200,1.01528400,-0.13648778,0.16220684,0.17773000,-0.11247250,-0.03767750,-0.30941245,0.23735750,0.13197895
1572531678.94878006,-0.00756400,0.01976400,1.01491800,-0.03822513,0.05937753,-0.20727000,0.41252750,0.31232250,-0.30941245,0.23735750,0.13197895
1572531679.01124501,-0.00646600,0.02220400,1.01223400,-0.06258875,-0.00175052,0.03773000,-0.00747250,0.03232250,-0.31028939,0.23779597,0.12978661
1572531679.07384515,-0.00780800,0.01915400,1.01186800,-0.14647051,0.07411251,0.00273000,-0.04247250,0.06732250,-0.31028939,0.23779597,0.12978661
