1572264822.33465004,-0.00061000,-0.00780800,1.02711800,-0.01915447,-0.00657737,0.11033750,-0.10967250,-0.01456000,1.30283543,-1.45615317,0.83484361
1572264822.39708924,-0.00048800,-0.00817400,1.02602000,0.05996742,0.01400224,0.07533750,-0.14467250,0.02044000,1.29903537,-1.46565332,0.84185911
1572264822.45877647,0.00024400,-0.00683200,1.02736200,0.05295116,-0.02658152,0.18033750,-0.07467250,-0.08456000,1.29903537,-1.46565332,0.84185911
1572264822.52034831,0.00000000,-0.00732000,1.02040800,0.07336383,-0.01337543,0.04033750,-0.17967250,-0.08456000,1.29304297,-1.46769950,0.83776673
1572264822.58190393,-0.00109800,-0.00634400,1.02492200,0.09937249,0.04854263,0.18033750,-0.17967250,-0.04956000,1.29552762,-1.46579947,0.82972815
1572264822.64336348,-0.00097600,-0.00854000,1.02614200,-0.04002154,0.03950920,0.32033750,-0.21467250,-0.08456000,1.29552762,-1.46579947,0.82972815
1572264822.70478654,0.00024400,-0.00878400,1.03029000,-0.12680938,0.08160423,0.18033750,0.20532750,0.19544000,1.29201988,-1.46784566,0.83396668
1572264822.76672077,-0.00183000,-0.00622200,1.02455600,0.12196430,0.23270032,-0.09966250,0.10032750,0.26544000,1.29201988,-1.46784566,0.83396668
1572264822.82836866,0.00000000,-0.00780800,1.02638600,-0.13140297,-0.01337543,0.35533750,-0.45967250,-0.36456000,1.29275066,-1.46141479,0.83645133
1572264822.89014030,-0.00024400,-0.00646600,1.02528800,0.06139179,0.00025965,0.04033750,0.20532750,0.16044000,1.29538147,-1.46112248,0.83732827
1572264822.95217800,0.00073200,-0.00719800,1.02602000,-0.00647530,0.01387506,0.00533750,0.03032750,-0.01456000,1.29538147,-1.46112248,0.83732827
1572264823.01410866,-0.00097600,-0.00805200,1.02711800,-0.09675853,0.28053958,0.14533750,-0.21467250,-0.32956000,1.29362759,-1.46492254,0.83162818
1572264823.07602477,-0.00085400,-0.00866200,1.02602000,0.02857128,0.03419435,0.11033750,-0.10967250,-0.11956000,1.29406606,-1.46667641,0.83820520
1572264823.13782835,-0.00134200,-0.00658800,1.02541000,0.05409220,0.06171573,0.18033750,-0.24967250,-0.15456000,1.29406606,-1.46667641,0.83820520
1572264823.19986272,0.00012200,-0.01012600,1.03029000,-0.14037659,0.11552515,-0.06466250,0.27532750,0.12544000,1.29318913,-1.46813797,0.83703595
1572264823.26180363,-0.00122000,-0.00866200,1.02687400,-0.04573395,0.06809463,0.07533750,-0.07467250,-0.18956000,1.29318913,-1.46813797,0.83703595
1572264823.32372594,-0.00085400,-0.00707600,1.02577600,0.22531004,-1.70865664,-0.09966250,0.31032750,0.26544000,1.29655072,-1.46813797,0.83937445
1572264823.38558364,-0.00146400,-0.00878400,1.02809400,-0.06494502,0.06790178,0.21533750,-0.35467250,-0.22456000,1.29728150,-1.46813797,0.83338205
1572264823.44761491,0.00048800,-0.00854000,1.02943600,-0.05257968,-0.01337543,0.00533750,0.10032750,0.09044000,1.29728150,-1.46813797,0.83338205
1572264823.50991035,-0.00146400,-0.00756400,1.02504400,0.04766775,0.00708203,0.04033750,-0.42467250,-0.29456000,1.29581994,-1.46857644,0.84010523
1572264823.57208180,-0.00122000,-0.00756400,1.02199400,-0.06971511,0.21232364,0.07533750,-0.42467250,-0.29456000,1.29581994,-1.46857644,0.84010523
1572264823.63421798,-0.00085400,-0.00805200,1.02553200,0.00038746,0.03430730,-0.02966250,-0.03967250,0.02044000,1.29099678,-1.46419176,0.83104355
1572264823.69611454,0.00036600,-0.00634400,1.02785000,-0.18851641,-0.03374973,-0.09966250,-0.07467250,0.02044000,1.29245835,-1.46346098,0.84068986
1572264823.75924134,-0.00109800,-0.00732000,1.02626400,-0.18424310,0.04800213,0.00533750,-0.03967250,0.05544000,1.29245835,-1.46346098,0.84068986
1572264823.82167292,0.00000000,-0.00841800,1.02602000,-0.04368956,-0.01337543,-0.30966250,0.34532750,0.23044000,1.29523531,-1.46579947,0.83995908
1572264823.88422084,-0.00048800,-0.00756400,1.02419000,-0.00041754,0.01392377,0.70533750,-0.73967250,-0.60956000,1.29435837,-1.46404560,0.83878983
1572264823.94651747,-0.00024400,-0.00719800,1.02943600,0.00852900,0.07489490,0.18033750,-0.31967250,-0.18956000,1.29435837,-1.46404560,0.83878983
1572264824.00938487,-0.00036600,-0.00841800,1.02736200,-0.16919238,0.17712335,0.04033750,-0.10967250,0.05544000,1.28953522,-1.46448407,0.83937445
1572264824.07073689,-0.00073200,-0.00683200,1.02492200,0.06647187,0.09623997,0.14533750,-0.10967250,-0.39956000,1.28953522,-1.46448407,0.83937445
1572264824.13411999,-0.00146400,-0.00841800,1.02589800,0.03486069,0.01384284,-0.02966250,0.27532750,1.03544000,1.29128910,-1.46287635,0.83922830
1572264824.19662523,0.00061000,-0.00719800,1.02577600,-0.11178608,0.06104896,0.11033750,0.24032750,0.12544000,1.29728150,-1.46463023,0.83089740
1572264824.25891161,-0.00012200,-0.00719800,1.02724000,0.02096556,-0.00656603,0.14533750,-0.24967250,-0.08456000,1.29728150,-1.46463023,0.83089740
1572264824.32046723,0.00134200,-0.00780800,1.02614200,-0.01323594,-0.01337543,0.35533750,-0.21467250,-0.04956000,1.29435837,-1.46141479,0.83732827
1572264824.38188577,-0.00183000,-0.00707600,1.02565400,-0.15461718,0.36019460,0.11033750,-0.42467250,-0.32956000,1.29435837,-1.46141479,0.83732827
1572264824.44499469,-0.00061000,-0.00878400,1.02650800,0.02096590,0.06152803,0.07533750,-0.21467250,-0.22456000,1.29830459,-1.46243788,0.83396668
1572264824.50753331,0.00073200,-0.00719800,1.05883800,-0.13254210,0.00693886,0.14533750,-1.12467250,-0.95956000,1.29976615,-1.46623794,0.84390529
1572264824.57091570,0.00085400,-0.00841800,1.02638600,-0.03388216,0.27285346,-0.02966250,0.03032750,0.26544000,1.29976615,-1.46623794,0.84390529
1572264824.63240814,-0.00122000,-0.00829600,1.02394600,-0.03774478,0.05433985,0.14533750,-0.07467250,-0.08456000,1.29567378,-1.46784566,0.83805905
1572264824.69385767,-0.00097600,-0.00793000,1.02602000,-0.02010019,-0.00656282,-0.55466250,0.55532750,0.61544000,1.29567378,-1.46784566,0.84258989
1572264824.75662756,-0.00036600,-0.00866200,1.02870400,-0.05971228,-0.06093902,0.28533750,-0.31967250,-0.36456000,1.29275066,-1.46799182,0.84258989
1572264824.81942892,-0.00024400,-0.00841800,1.02736200,-0.05353754,0.13630521,0.04033750,-0.03967250,-0.01456000,1.29684303,-1.46419176,0.83396668
1572264824.88249683,-0.00061000,-0.01024800,1.02736200,-0.14878591,-0.04739332,-0.23966250,0.38032750,0.37044000,1.29684303,-1.46419176,0.83396668
1572264824.94530463,0.00036600,-0.00866200,1.02370200,0.18373782,-0.17042324,0.00533750,0.69532750,0.40544000,1.29786612,-1.46521485,0.84332067
