1572264828.5969982,0.3,0.18
1572264829.099385,0.3,0.3
1572264829.6013145,0.3,0.3
1572264830.102861,0.18,0.3
1572264830.6048145,0.3,0.3
1572264831.1065066,0.3,0.3
1572264831.6081836,0.3,0.3
1572264832.1097875,0.3,0.3
1572264832.6114278,0.3,0.3
1572264833.113243,0.135,0.3
1572264833.6149411,0.3,0.3
1572264834.1165428,0.3,0.3
1572264834.618109,0.0,0.3
1572264835.1196494,0.0375,0.3
1572264835.6212618,0.3,0.3
1572264836.1228495,0.0375,0.3
1572264836.6243865,0.18,0.3
1572264837.1259403,0.0375,0.3
1572264837.627493,0.135,0.3
1572264838.1291046,0.3,0.3
1572264838.6306849,0.0375,0.3
1572264839.132872,0.135,0.3
1572264839.6349285,0.3,0.3
1572264840.137384,0.0,0.3
1572264840.6395545,0.135,0.3
1572264841.1418164,0.3,0.3
1572264841.6446307,0.135,0.3
1572264842.1462057,0.135,0.3
1572264842.6476755,0.3,0.3
1572264843.1491802,0.3,0.3
1572264843.6508274,0.135,0.3
1572264844.15234,0.3,0.3
1572264844.6538403,0.3,0.3
1572264845.155371,0.3,0.3
1572264845.6570032,0.3,0.3
1572264846.158511,0.0375,0.3
1572264846.6597812,0.135,0.3
1572264847.161325,0.3,0.3
1572264847.662969,0.135,0.3
1572264848.1648855,0.0,0.3
1572264848.666514,0.135,0.3
1572264849.168684,0.3,0.3
1572264849.6704931,0.0375,0.3
1572264850.1720848,0.135,0.3
1572264850.6738794,0.3,0.3
1572264851.1754549,0.135,0.3
1572264851.6770577,0.135,0.3
1572264852.1786685,0.3,0.3
1572264852.6804132,0.135,0.3
1572264853.1819787,0.135,0.3
1572264853.6835537,0.3,0.3
1572264854.1851192,0.3,0.3
1572264854.6867027,0.135,0.3
1572264855.188353,0.3,0.3
1572264855.6897795,0.135,0.3
1572264856.191498,0.3,0.3
1572264856.6936164,0.3,0.3
1572264857.1964655,0.3,0.3
1572264857.69888,0.135,0.3
1572264858.201128,0.3,0.3
1572264858.7033973,0.135,0.3
1572264859.2054555,0.3,0.3
1572264859.7074678,0.0,0.3
1572264860.2096775,0.135,0.3
1572264860.7113059,0.3,0.3
1572264861.2127883,0.135,0.3
1572264861.714294,0.3,0.3
1572264862.215935,0.135,0.3
1572264862.7175012,0.135,0.3
1572264863.2191591,0.3,0.3
1572264863.7207377,0.0,0.3
1572264864.2222245,0.0,0.3
1572264864.7238088,0.135,0.3
1572264865.2257938,0.3,0.3
1572264865.7277458,0.135,0.3
1572264866.229581,0.18,0.3
1572264866.731411,0.3,0.3
1572264867.2331486,0.0,0.3
1572264867.7348506,0.0375,0.3
1572264868.2363994,0.3,0.3
1572264868.737984,0.0375,0.3
1572264869.2395766,0.135,0.3
1572264869.7412512,0.3,0.3
1572264870.242873,0.3,0.3
1572264870.7444987,0.3,0.3
1572264871.2460577,0.135,0.3
1572264871.7476313,0.3,0.3
1572264872.2492166,0.3,0.3
1572264872.7508667,0.3,0.3
1572264873.2527645,0.3,0.3
1572264873.7545724,0.135,0.3
1572264874.2568388,0.3,0.3
1572264874.759357,0.135,0.3
1572264875.2618349,0.3,0.3
1572264875.7642407,0.135,0.3
1572264876.2665813,0.135,0.3
1572264876.768234,0.135,0.3
1572264877.2698157,0.18,0.3
1572264877.7713082,0.0375,0.3
1572264878.272802,0.18,0.3
1572264878.7742589,0.135,0.3
1572264879.275734,0.18,0.3
1572264879.7772489,0.3,0.3
1572264880.2787414,0.0,0.3
1572264880.7804005,0.0375,0.3
1572264881.2818992,0.3,0.3
1572264881.7838118,0.0,0.3
1572264882.2856305,0.135,0.3
1572264882.787637,0.3,0.3
1572264883.2892885,0.3,0.3
1572264883.7913013,0.135,0.3
1572264884.293062,0.3,0.3
1572264884.7948918,0.3,0.3
1572264885.2969368,0.18,0.3
1572264885.7985826,0.3,0.3
1572264886.2998483,0.3,0.3
1572264886.801447,0.3,0.3
1572264887.3030734,0.3,0.3
1572264887.8046536,0.135,0.3
1572264888.3062327,0.3,0.3
1572264888.8077855,0.3,0.3
1572264889.3093748,0.135,0.3
1572264889.8111215,0.0375,0.3
1572264890.31275,0.3,0.3
1572264890.8143408,0.0375,0.3
1572264891.3162837,0.135,0.3
1572264891.8191977,0.3,0.3
1572264892.3216138,0.0,0.3
1572264892.8244247,0.0,0.3
1572264893.3266716,0.18,0.3
1572264893.8294103,0.3,0.3
1572264894.3308744,0.0375,0.3
1572264894.832577,0.135,0.3
1572264895.3346314,0.135,0.3
1572264895.8361013,0.3,0.3
1572264896.3375454,0.135,0.3
1572264896.839019,0.135,0.3
1572264897.3405516,0.3,0.3
1572264897.8421412,0.3,0.3
1572264898.3443763,0.3,0.3
1572264898.8461127,0.135,0.3
1572264899.3477085,0.3,0.3
1572264899.8498292,0.3,0.3
1572264900.3522031,0.3,0.3
1572264900.8543828,0.0375,0.3
1572264901.356592,0.3,0.3
1572264901.8588166,0.135,0.3
1572264902.3608136,0.135,0.3
1572264902.8623362,0.135,0.3
1572264903.3637993,0.135,0.3
1572264903.865293,0.3,0.3
1572264904.366724,0.0375,0.3
1572264904.868169,0.135,0.3
1572264905.3696563,0.3,0.3
1572264905.8713014,0.135,0.3
1572264906.3728278,0.135,0.3
1572264906.8744633,0.135,0.3
1572264907.3765357,0.3,0.3
1572264907.8781574,0.3,0.3
1572264908.3798318,0.0375,0.3
1572264908.8815937,0.3,0.3
1572264909.383612,0.135,0.3
1572264909.8854375,0.3,0.3
1572264910.387001,0.135,0.3
1572264910.8886523,0.3,0.3
1572264911.390481,0.3,0.3
1572264911.8920624,0.3,0.3
1572264912.3936262,0.135,0.3
1572264912.8952012,0.3,0.3
1572264913.3967497,0.135,0.3
1572264913.8983128,0.3,0.3
1572264914.3998199,0.18,0.3
1572264914.9013863,0.0375,0.3
1572264915.4030125,0.3,0.3
1572264915.9046276,0.135,0.3
1572264916.4062228,0.135,0.3
